price,log_price,bedrooms,bathrooms,guests_included,property_type,host_is_superhost,security_deposit,cleaning_fee,room_type,neighbourhood_cleansed,number_of_reviews,review_scores_rating,minimum_nights,accommodates
75,4.31748811353631,1,1,1,Other,t,0,25,Private room,Jamaica Plain,1,100,2,1
94,4.543294782270004,0,1,2,Other,t,200,20,Entire home/apt,Jamaica Plain,61,95,1,2
85,4.442651256490317,1,1,1,Other,t,0,25,Private room,Jamaica Plain,19,98,1,2
83,4.418840607796598,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,13,98,2,2
75,4.31748811353631,1,1,1,Apartment,f,0,12,Private room,Jamaica Plain,22,94,1,2
168,5.123963979403259,3,2,5,Apartment,f,350,69,Entire home/apt,Jamaica Plain,74,88,2,6
60,4.0943445622221,1,1,2,Apartment,t,0,0,Private room,Jamaica Plain,280,96,1,2
135,4.90527477843843,1,1,1,Apartment,t,250,40,Entire home/apt,Jamaica Plain,152,94,2,2
119,4.77912349311153,1,1,1,Other,f,0,0,Private room,Jamaica Plain,15,97,2,2
275,5.616771097666572,2,1,2,Condominium,f,300,80,Entire home/apt,Jamaica Plain,0,NA,3,5
130,4.867534450455582,1,1,2,House,f,300,35,Entire home/apt,Jamaica Plain,28,99,2,2
750,6.620073206530356,4,3.5,1,House,f,0,125,Entire home/apt,Jamaica Plain,1,100,2,10
160,5.075173815233827,2,1,2,Apartment,f,300,50,Entire home/apt,Jamaica Plain,0,NA,2,3
65,4.174387269895637,1,1,1,Condominium,t,200,15,Private room,Jamaica Plain,17,100,3,1
77,4.343805421853684,1,1,2,House,f,0,10,Private room,Jamaica Plain,3,100,2,4
71,4.2626798770413155,1,1,1,House,t,0,0,Private room,Jamaica Plain,198,96,3,2
200,5.298317366548036,1,1.5,1,Other,f,0,0,Entire home/apt,Jamaica Plain,1,100,2,2
55,4.007333185232471,1,1,0,Apartment,f,200,30,Private room,Jamaica Plain,5,100,2,2
95,4.553876891600541,1,2,1,Apartment,f,100,15,Private room,Jamaica Plain,1,NA,1,2
220,5.393627546352362,2,1,2,Apartment,f,0,75,Entire home/apt,Jamaica Plain,55,94,2,4
54,3.9889840465642745,1,1,1,House,f,0,0,Private room,Jamaica Plain,0,NA,1,2
72,4.276666119016055,1,1,1,Apartment,f,95,15,Private room,Jamaica Plain,5,92,1,3
70,4.248495242049359,1,1,2,Apartment,f,95,0,Private room,Jamaica Plain,5,96,2,2
135,4.90527477843843,2,1,2,House,t,0,50,Entire home/apt,Jamaica Plain,92,96,2,4
300,5.703782474656201,3,1.5,1,House,f,500,50,Entire home/apt,Jamaica Plain,3,100,4,6
110,4.700480365792417,1,1,1,Apartment,t,0,5,Private room,Jamaica Plain,68,96,2,2
70,4.248495242049359,1,1,1,House,f,0,10,Private room,Jamaica Plain,5,96,2,2
75,4.31748811353631,1,1,1,House,t,0,25,Private room,Jamaica Plain,34,95,2,1
70,4.248495242049359,1,1,2,Apartment,f,0,0,Private room,Jamaica Plain,4,90,1,2
88,4.477336814478207,1,1,1,Condominium,f,200,20,Private room,Jamaica Plain,0,NA,2,2
480,6.173786103901937,4,2.5,9,House,f,200,75,Entire home/apt,Jamaica Plain,19,97,1,12
550,6.309918278226516,4,2.5,0,House,f,300,100,Entire home/apt,Jamaica Plain,49,97,3,9
180,5.19295685089021,2,1,2,Apartment,f,95,80,Entire home/apt,Jamaica Plain,32,94,2,4
325,5.783825182329737,4,3.5,4,House,f,300,90,Entire home/apt,Jamaica Plain,8,100,3,5
65,4.174387269895637,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,0,NA,7,1
290,5.66988092298052,3,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,8,98,5,4
159,5.0689042022202315,4,2,4,House,f,500,100,Entire home/apt,Jamaica Plain,41,94,2,4
200,5.298317366548036,1,1,2,House,f,100,50,Private room,Jamaica Plain,16,99,2,2
95,4.553876891600541,1,1,1,House,f,0,20,Private room,Jamaica Plain,80,98,1,2
65,4.174387269895637,1,1,1,Condominium,f,0,0,Entire home/apt,Jamaica Plain,18,85,1,2
99,4.59511985013459,1,1,1,Apartment,t,200,35,Entire home/apt,Jamaica Plain,9,98,2,3
93,4.532599493153256,1,1,2,House,f,100,40,Private room,Jamaica Plain,97,95,3,3
500,6.214608098422191,4,2.5,1,House,f,200,100,Entire home/apt,Jamaica Plain,6,100,3,10
295,5.68697535633982,2,1,4,Apartment,f,400,50,Entire home/apt,Jamaica Plain,8,88,1,4
450,6.1092475827643655,5,3.5,6,House,t,500,175,Entire home/apt,Jamaica Plain,28,98,3,11
150,5.0106352940962555,2,1.5,2,House,t,100,75,Entire home/apt,Jamaica Plain,5,100,1,4
95,4.553876891600541,2,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,0,NA,5,4
150,5.0106352940962555,2,1,2,Condominium,t,0,40,Entire home/apt,Jamaica Plain,18,99,3,4
399,5.988961416889864,4,2,4,Apartment,t,100,120,Entire home/apt,Jamaica Plain,12,95,2,8
71,4.2626798770413155,1,1,1,House,f,0,0,Private room,Jamaica Plain,19,93,1,2
500,6.214608098422191,3,1,5,Apartment,f,400,100,Entire home/apt,Jamaica Plain,0,NA,1,6
70,4.248495242049359,1,1,1,Other,f,0,0,Private room,Jamaica Plain,8,100,7,2
125,4.8283137373023015,1,1,1,Apartment,f,200,60,Private room,Jamaica Plain,0,NA,1,2
85,4.442651256490317,1,1,1,Other,f,0,0,Private room,Jamaica Plain,23,95,3,2
61,4.110873864173311,1,1,1,Apartment,f,0,5,Private room,Jamaica Plain,33,97,2,2
250,5.521460917862246,2,2,1,House,t,1000,100,Entire home/apt,Jamaica Plain,3,93,1,6
56,4.02535169073515,1,1,1,House,f,100,30,Private room,Jamaica Plain,4,90,1,2
200,5.298317366548036,1,1,1,Apartment,f,0,25,Shared room,Jamaica Plain,3,80,1,3
220,5.393627546352362,2,1,4,Apartment,f,250,75,Entire home/apt,Jamaica Plain,14,94,2,6
80,4.382026634673881,1,1.5,1,Other,t,0,15,Private room,Jamaica Plain,1,100,1,1
60,4.0943445622221,1,1,1,Other,t,0,10,Private room,Jamaica Plain,8,95,1,2
125,4.8283137373023015,1,1,2,House,t,0,35,Private room,Jamaica Plain,63,99,2,2
500,6.214608098422191,3,2,1,House,f,0,0,Entire home/apt,Jamaica Plain,0,NA,4,5
149,5.003946305945459,1,1,1,Apartment,f,0,25,Entire home/apt,Jamaica Plain,1,100,2,2
65,4.174387269895637,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,3,100,1,2
99,4.59511985013459,0,1,2,Apartment,f,0,35,Entire home/apt,Jamaica Plain,7,94,1,2
67,4.204692619390966,1,1,1,Apartment,f,0,25,Private room,Jamaica Plain,4,100,1,3
180,5.19295685089021,2,1.5,5,House,t,1500,150,Entire home/apt,Jamaica Plain,1,100,21,5
170,5.135798437050262,2,2,0,Apartment,f,500,60,Entire home/apt,Jamaica Plain,7,100,2,3
115,4.74493212836325,2,1,3,House,f,350,70,Entire home/apt,Jamaica Plain,7,100,1,4
235,5.459585514144159,2,2,1,House,f,0,0,Entire home/apt,Jamaica Plain,0,NA,7,4
89,4.48863636973214,1,1,1,House,t,0,0,Private room,Jamaica Plain,53,95,1,2
110,4.700480365792417,1,1,1,House,t,0,0,Private room,Jamaica Plain,29,95,1,2
84,4.430816798843313,1,1,2,Apartment,f,0,10,Private room,Jamaica Plain,23,93,1,2
125,4.8283137373023015,1,1,1,Apartment,f,200,60,Private room,Jamaica Plain,0,NA,1,2
130,4.867534450455582,1,1,2,Apartment,t,100,75,Entire home/apt,Jamaica Plain,0,NA,1,3
65,4.174387269895637,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,1,100,1,1
86,4.454347296253507,1,1,2,Other,t,200,20,Private room,Jamaica Plain,44,100,1,2
75,4.31748811353631,1,1,1,Apartment,f,300,40,Entire home/apt,Jamaica Plain,1,100,7,4
255,5.541263545158426,3,1,1,Apartment,f,0,125,Entire home/apt,Jamaica Plain,6,90,2,6
145,4.976733742420574,1,1,2,House,t,250,40,Entire home/apt,Jamaica Plain,230,96,2,3
199,5.293304824724492,3,1.5,1,House,f,0,75,Entire home/apt,Jamaica Plain,3,100,7,5
91,4.51085950651685,1,1,2,Apartment,f,0,0,Private room,Jamaica Plain,179,96,2,2
81,4.394449154672439,1,1,1,House,f,200,75,Private room,Jamaica Plain,13,91,1,2
60,4.0943445622221,1,1,1,Apartment,t,200,10,Private room,Jamaica Plain,94,96,1,2
99,4.59511985013459,1,1,1,House,t,0,0,Private room,Jamaica Plain,122,99,2,3
88,4.477336814478207,1,1,2,Condominium,t,0,0,Private room,Jamaica Plain,115,96,28,1
225,5.41610040220442,1,1,2,House,f,4500,125,Entire home/apt,Jamaica Plain,7,100,2,2
50,3.912023005428146,1,1,1,Apartment,f,95,30,Private room,Jamaica Plain,2,70,1,2
225,5.41610040220442,1,2,2,Condominium,f,500,75,Entire home/apt,Jamaica Plain,2,100,2,3
48,3.871201010907891,1,1,1,Other,f,0,0,Private room,Jamaica Plain,12,96,3,1
37,3.6109179126442243,1,1,1,Apartment,f,0,30,Entire home/apt,Jamaica Plain,0,NA,2,2
85,4.442651256490317,1,1,2,House,f,150,30,Private room,Jamaica Plain,119,95,3,2
525,6.263398262591624,4,1,1,Apartment,f,500,130,Entire home/apt,Jamaica Plain,7,70,3,12
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,5,100,1,2
75,4.31748811353631,1,1.5,2,House,t,100,20,Private room,Jamaica Plain,94,98,1,2
25,3.2188758248682006,1,1,1,Apartment,f,0,0,Private room,Jamaica Plain,2,80,1,2
50,3.912023005428146,1,1,1,Apartment,f,100,0,Private room,Jamaica Plain,12,98,2,1
49,3.8918202981106265,1,1,1,House,f,200,50,Private room,Jamaica Plain,23,85,1,2
125,4.8283137373023015,1,1,2,House,f,250,75,Private room,Jamaica Plain,0,NA,2,4
180,5.19295685089021,2,1,1,Condominium,f,0,0,Entire home/apt,Jamaica Plain,0,NA,1,4
60,4.0943445622221,1,1,1,Apartment,t,200,10,Private room,Jamaica Plain,11,96,1,2
85,4.442651256490317,1,1,2,Apartment,f,100,60,Private room,Jamaica Plain,14,82,2,2
85,4.442651256490317,1,1.5,2,Apartment,f,0,15,Private room,Jamaica Plain,62,96,2,2
64,4.1588830833596715,1,1,1,House,t,0,7,Private room,Jamaica Plain,21,97,1,2
725,6.586171654854675,4,2,1,Apartment,f,500,130,Entire home/apt,Jamaica Plain,15,96,3,12
75,4.31748811353631,1,1.5,1,Condominium,t,0,20,Private room,Jamaica Plain,41,100,3,2
119,4.77912349311153,2,1,1,Apartment,f,0,0,Entire home/apt,Jamaica Plain,2,100,14,4
110,4.700480365792417,1,1,2,Apartment,f,0,0,Entire home/apt,Jamaica Plain,23,97,2,4
179,5.187385805840755,1,1,2,House,f,0,0,Entire home/apt,Jamaica Plain,15,83,2,2
175,5.1647859739235145,2,2,4,Apartment,f,200,30,Entire home/apt,Jamaica Plain,2,90,2,6
125,4.8283137373023015,0,1,2,Apartment,f,400,50,Entire home/apt,Jamaica Plain,67,91,6,2
220,5.393627546352362,2,1,4,Other,f,600,60,Entire home/apt,Jamaica Plain,17,96,3,4
299,5.700443573390687,2,1,1,Apartment,f,0,200,Entire home/apt,Mission Hill,0,NA,30,4
249,5.517452896464707,1,1,1,Apartment,f,0,150,Entire home/apt,Mission Hill,0,NA,3,2
115,4.74493212836325,0,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,0,NA,10,2
239,5.476463551931511,1,1,1,Apartment,f,0,50,Entire home/apt,Mission Hill,4,90,2,2
75,4.31748811353631,1,1.5,1,Apartment,f,0,0,Private room,Mission Hill,5,64,1,2
30,3.4011973816621555,1,1,1,Other,f,0,25,Private room,Mission Hill,2,100,1,2
45,3.8066624897703196,1,1,1,Apartment,f,500,75,Private room,Mission Hill,1,100,20,1
160,5.075173815233827,1,1,4,Condominium,f,300,25,Private room,Mission Hill,13,83,3,5
62,4.127134385045092,1,2,1,Apartment,f,0,35,Private room,Mission Hill,0,NA,1,2
872,6.77078942390898,1,1,1,Apartment,f,0,0,Private room,Mission Hill,0,NA,1,1
55,4.007333185232471,1,2,2,Apartment,f,0,15,Private room,Mission Hill,3,93,1,1
79,4.3694478524670215,1,2,1,Apartment,f,0,30,Private room,Mission Hill,28,90,3,4
60,4.0943445622221,1,1,1,Apartment,f,0,0,Private room,Mission Hill,2,NA,1,1
79,4.3694478524670215,1,2,1,Apartment,f,0,0,Private room,Mission Hill,5,92,1,2
75,4.31748811353631,1,1,1,House,f,800,0,Private room,Mission Hill,0,NA,1,1
75,4.31748811353631,0,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,404,78,1,2
30,3.4011973816621555,1,1,1,House,f,0,0,Private room,Mission Hill,0,NA,1,1
105,4.653960350157523,1,1,1,Apartment,f,0,0,Private room,Mission Hill,23,93,2,2
27,3.295836866004329,1,1,1,Apartment,f,0,0,Shared room,Mission Hill,1,NA,2,1
85,4.442651256490317,1,1,1,House,t,0,20,Private room,Mission Hill,34,99,2,1
110,4.700480365792417,1,1,1,House,f,0,0,Private room,Mission Hill,8,98,2,2
199,5.293304824724492,1,1,1,Apartment,f,0,150,Entire home/apt,Mission Hill,1,87,30,2
45,3.8066624897703196,1,1,1,Apartment,f,0,15,Private room,Mission Hill,1,80,7,2
269,5.594711379601839,2,1,1,Apartment,f,0,150,Entire home/apt,Mission Hill,2,96,30,4
69,4.23410650459726,1,2,1,Apartment,f,0,30,Private room,Mission Hill,8,75,1,2
75,4.31748811353631,1,1,1,Apartment,f,0,0,Private room,Mission Hill,0,NA,5,2
45,3.8066624897703196,1,1.5,1,House,f,200,6,Private room,Mission Hill,4,85,3,2
70,4.248495242049359,1,1,1,House,f,0,0,Private room,Mission Hill,6,100,3,1
70,4.248495242049359,1,1,2,House,f,0,10,Private room,Mission Hill,7,86,1,3
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
99,4.59511985013459,1,2,1,Apartment,f,0,30,Private room,Mission Hill,14,83,4,5
90,4.499809670330265,1,1,1,Apartment,f,0,5,Private room,Mission Hill,8,84,2,1
80,4.382026634673881,1,1,1,Condominium,f,100,10,Private room,Mission Hill,9,93,1,2
275,5.616771097666572,3,2,2,Apartment,f,0,85,Entire home/apt,Mission Hill,28,95,3,6
71,4.2626798770413155,1,1,1,Apartment,f,300,50,Private room,Mission Hill,1,80,1,2
125,4.8283137373023015,1,1,1,Apartment,f,0,10,Private room,Mission Hill,70,92,1,2
140,4.941642422609304,0,1,1,Apartment,f,250,50,Entire home/apt,Mission Hill,0,NA,5,2
52,3.9512437185814275,1,1,1,Apartment,f,0,0,Shared room,Mission Hill,14,95,7,2
70,4.248495242049359,1,1,2,Apartment,f,150,25,Private room,Mission Hill,72,79,2,2
208,5.337538079701318,1,1,2,Apartment,f,0,84,Entire home/apt,Mission Hill,5,88,1,3
399,5.988961416889864,2,1,4,Apartment,f,0,25,Entire home/apt,Mission Hill,31,84,2,7
100,4.605170185988092,1,1,1,Apartment,f,0,13,Entire home/apt,Mission Hill,3,93,3,2
59,4.07753744390572,1,2,1,Apartment,f,0,0,Entire home/apt,Mission Hill,0,NA,1,1
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
75,4.31748811353631,1,1,1,Apartment,t,0,35,Private room,Mission Hill,42,95,2,1
100,4.605170185988092,1,1,1,Condominium,f,100,15,Private room,Mission Hill,0,NA,2,2
115,4.74493212836325,1,2,0,Apartment,f,1000,200,Entire home/apt,Mission Hill,9,89,5,3
65,4.174387269895637,1,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,3,60,2,2
349,5.855071922202427,4,2,8,Apartment,f,0,120,Entire home/apt,Mission Hill,0,NA,15,12
75,4.31748811353631,1,1,2,Apartment,f,100,25,Private room,Mission Hill,73,82,2,3
35,3.5553480614894135,1,2.5,1,House,f,0,0,Shared room,Mission Hill,0,NA,15,1
100,4.605170185988092,5,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,0,NA,5,5
199,5.293304824724492,2,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,8,90,2,4
75,4.31748811353631,1,1,1,Apartment,f,0,0,Private room,Mission Hill,0,NA,5,2
160,5.075173815233827,2,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,3,93,2,4
349,5.855071922202427,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
65,4.174387269895637,1,1,1,Apartment,f,0,10,Private room,Mission Hill,50,96,2,2
41,3.713572066704308,1,1,1,Apartment,f,1000,0,Private room,Mission Hill,2,100,1,1
80,4.382026634673881,1,1,2,Apartment,f,0,50,Private room,Mission Hill,0,NA,1,2
49,3.8918202981106265,1,1,2,Apartment,f,0,5,Private room,Mission Hill,14,85,1,2
35,3.5553480614894135,1,2.5,1,Apartment,f,0,0,Private room,Mission Hill,1,80,20,1
72,4.276666119016055,1,1,1,Other,f,0,30,Private room,Mission Hill,4,100,1,2
90,4.499809670330265,1,1,1,Apartment,f,0,10,Private room,Mission Hill,3,80,2,2
100,4.605170185988092,1,1,1,Apartment,f,100,50,Private room,Mission Hill,2,100,5,2
90,4.499809670330265,1,1,1,Condominium,f,100,15,Private room,Mission Hill,0,NA,2,2
89,4.48863636973214,2,1,1,Apartment,f,0,0,Entire home/apt,Mission Hill,0,NA,7,2
65,4.174387269895637,1,2,1,Apartment,f,0,0,Private room,Mission Hill,0,NA,1,1
170,5.135798437050262,1,1,1,Apartment,f,301,30,Entire home/apt,Mission Hill,73,91,1,2
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,1,40,5,3
150,5.0106352940962555,2,1,1,Apartment,f,0,50,Entire home/apt,Mission Hill,7,86,5,5
50,3.912023005428146,1,1,1,House,f,0,0,Private room,Mission Hill,0,NA,10,1
20,2.995732273553991,1,1,1,Apartment,f,0,0,Shared room,Mission Hill,0,NA,1,1
56,4.02535169073515,1,1,1,Apartment,f,0,0,Private room,Mission Hill,3,87,1,1
140,4.941642422609304,1,1,2,Other,f,100,30,Entire home/apt,Mission Hill,10,100,4,3
88,4.477336814478207,1,1,1,Apartment,f,0,30,Private room,Mission Hill,20,95,1,2
50,3.912023005428146,1,1,1,House,f,0,0,Private room,Mission Hill,0,NA,10,1
74,4.30406509320417,1,1,0,House,f,0,10,Private room,Mission Hill,25,93,1,2
42,3.7376696182833684,1,1,1,Apartment,f,0,0,Private room,Mission Hill,1,NA,1,2
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,5
40,3.6888794541139363,1,1,1,Apartment,f,0,15,Shared room,Mission Hill,2,100,1,1
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
319,5.765191102784844,2,2,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,20,5
80,4.382026634673881,1,1,1,Condominium,f,100,15,Private room,Mission Hill,9,98,1,2
50,3.912023005428146,1,1,1,House,f,0,0,Private room,Mission Hill,1,100,1,1
103,4.634728988229636,1,1.5,2,Apartment,f,200,60,Private room,Mission Hill,24,93,1,3
100,4.605170185988092,1,1,1,House,f,400,20,Private room,Mission Hill,0,NA,3,2
160,5.075173815233827,2,2,3,Other,f,300,45,Entire home/apt,Mission Hill,1,NA,5,4
42,3.7376696182833684,1,1,1,Apartment,f,0,5,Private room,Mission Hill,4,85,1,1
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,2,80,3,3
89,4.48863636973214,1,1,1,House,f,0,20,Private room,Mission Hill,27,84,1,2
199,5.293304824724492,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,20,3
150,5.0106352940962555,2,1,1,Apartment,f,0,50,Entire home/apt,Mission Hill,10,74,1,4
200,5.298317366548036,2,1,2,Other,f,0,20,Entire home/apt,Mission Hill,1,100,4,4
99,4.59511985013459,1,2,1,Apartment,f,0,29,Private room,Mission Hill,9,93,4,3
99,4.59511985013459,1,1,1,Apartment,f,0,0,Private room,Mission Hill,1,100,2,1
272,5.605802066295998,2,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,1,100,3,5
85,4.442651256490317,1,1,1,House,f,0,0,Private room,Mission Hill,8,93,2,1
70,4.248495242049359,1,1,1,House,f,300,50,Private room,Mission Hill,1,80,1,2
100,4.605170185988092,1,1,1,Apartment,f,0,20,Private room,Mission Hill,0,NA,1,2
109,4.6913478822291435,1,1,1,Apartment,f,250,30,Entire home/apt,Mission Hill,6,90,5,4
80,4.382026634673881,1,1.5,1,Apartment,f,0,0,Private room,Mission Hill,0,NA,1,2
79,4.3694478524670215,1,2,1,House,f,0,20,Private room,Mission Hill,33,94,1,1
28,3.332204510175204,1,1,0,Apartment,f,0,0,Shared room,Mission Hill,11,68,3,1
55,4.007333185232471,0,1,1,Apartment,f,0,25,Entire home/apt,Mission Hill,4,95,2,2
110,4.700480365792417,1,1,1,Apartment,t,0,0,Private room,Mission Hill,9,98,2,2
40,3.6888794541139363,1,1,1,Apartment,f,0,0,Private room,Mission Hill,3,67,1,1
90,4.499809670330265,1,1,1,Other,f,0,50,Private room,Mission Hill,23,95,1,2
80,4.382026634673881,1,1,1,Apartment,f,0,0,Shared room,Mission Hill,1,NA,1,2
74,4.30406509320417,1,2,1,House,f,0,20,Private room,Mission Hill,11,78,1,2
100,4.605170185988092,1,1,2,Apartment,f,0,13,Entire home/apt,Mission Hill,29,85,3,2
130,4.867534450455582,1,1,0,Apartment,t,0,0,Private room,Mission Hill,15,97,2,2
215,5.3706380281276624,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,0,NA,3,3
349,5.855071922202427,2,1.5,1,Apartment,f,0,150,Entire home/apt,Mission Hill,0,NA,3,4
246,5.5053315359323625,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,1,20,3,4
150,5.0106352940962555,2,1,1,Apartment,f,0,50,Entire home/apt,Mission Hill,7,48,1,4
45,3.8066624897703196,1,1,1,Apartment,f,0,10,Shared room,Mission Hill,19,93,1,3
100,4.605170185988092,1,1,2,Apartment,f,0,20,Entire home/apt,Mission Hill,7,90,2,4
130,4.867534450455582,1,1,2,Apartment,f,0,0,Entire home/apt,Mission Hill,10,96,1,3
60,4.0943445622221,1,1,1,Apartment,f,0,0,Private room,Mission Hill,2,100,1,1
175,5.1647859739235145,1,1,1,Apartment,f,0,60,Entire home/apt,Mission Hill,0,NA,2,2
246,5.5053315359323625,1,1,1,Apartment,f,0,100,Entire home/apt,Mission Hill,2,100,3,3
84,4.430816798843313,1,1,1,Condominium,t,0,0,Private room,Longwood Medical Area,158,98,1,1
149,5.003946305945459,0,1,2,Apartment,f,100,40,Entire home/apt,Longwood Medical Area,101,88,1,4
75,4.31748811353631,1,1,0,Apartment,f,0,10,Shared room,Longwood Medical Area,0,NA,1,2
84,4.430816798843313,1,1,1,Apartment,t,0,0,Private room,Longwood Medical Area,133,96,1,1
100,4.605170185988092,2,1,1,Condominium,f,500,25,Entire home/apt,Longwood Medical Area,0,NA,4,4
165,5.10594547390058,1,1,1,Apartment,f,0,65,Entire home/apt,Bay Village,19,92,1,4
289,5.666426688112432,2,1,1,Other,f,500,100,Entire home/apt,Bay Village,1,100,3,4
170,5.135798437050262,0,1,2,Condominium,f,350,100,Entire home/apt,Bay Village,0,NA,2,4
247,5.5093883366279774,1,1,1,Apartment,f,0,0,Entire home/apt,Bay Village,0,NA,10,2
500,6.214608098422191,2,2.5,1,House,f,1000,250,Entire home/apt,Bay Village,0,NA,2,5
139,4.9344739331306915,1,1,1,Condominium,f,0,90,Entire home/apt,Bay Village,2,100,3,2
165,5.10594547390058,1,1,1,Apartment,f,0,75,Entire home/apt,Bay Village,38,88,1,4
500,6.214608098422191,2,2.5,1,Other,f,0,0,Entire home/apt,Bay Village,1,100,2,4
350,5.857933154483459,1,1,1,Apartment,f,0,160,Entire home/apt,Bay Village,1,100,1,3
500,6.214608098422191,2,2.5,1,House,f,1000,250,Entire home/apt,Bay Village,9,91,2,5
188,5.236441962829949,2,1,1,Apartment,f,0,95,Entire home/apt,Bay Village,13,86,1,6
400,5.991464547107982,2,2,3,Apartment,f,500,0,Entire home/apt,Bay Village,5,95,1,4
180,5.19295685089021,1,1,1,Apartment,f,0,90,Entire home/apt,Bay Village,14,97,3,3
375,5.926926025970411,3,1.5,1,Apartment,f,0,125,Entire home/apt,Bay Village,0,NA,3,4
99,4.59511985013459,1,2,1,Other,f,200,49,Private room,Bay Village,32,94,2,2
170,5.135798437050262,1,1,1,Apartment,f,1000,150,Entire home/apt,Bay Village,0,NA,1,2
125,4.8283137373023015,1,1,2,Apartment,f,0,25,Private room,Bay Village,16,90,2,2
129,4.859812404361672,1,1,1,Apartment,f,0,100,Entire home/apt,Bay Village,0,NA,14,3
90,4.499809670330265,1,1,1,Apartment,f,0,25,Private room,Bay Village,11,93,1,2
299,5.700443573390687,2,1,1,House,f,500,100,Entire home/apt,Bay Village,0,NA,3,4
225,5.41610040220442,2,1,1,Apartment,f,0,0,Entire home/apt,Bay Village,11,96,2,4
500,6.214608098422191,2,2.5,4,House,f,1000,250,Entire home/apt,Bay Village,3,73,2,5
500,6.214608098422191,2,2.5,1,House,f,1000,250,Entire home/apt,Bay Village,0,NA,2,5
99,4.59511985013459,1,2,1,Other,f,0,45,Private room,Bay Village,65,93,2,2
245,5.501258210544727,1,1,1,Apartment,f,2500,0,Private room,Leather District,0,NA,1,2
